nconst,name,known_for_department,popularity,sex
nm6812490,Marcus Vanco,Acting,2.184,female
nm1791902,Hèctor Hernández Vicens,Directing,,female
nm2556052,Lars Jacobson,Writing,0.6,0
nm2073429,Brett Goldstein,Acting,1.38,female
nm2270358,Jon Drever,Directing,0.6,female
nm3598310,Andrew Napier,Directing,0.6,female
nm3262742,Fátima Ptacek,Acting,0.6,male
nm4347055,Lucan Toh,Production,0.6,0
nm4921399,Sunny Wayne,Acting,1.4,female
nm5939214,Shane Nigaam,Acting,0.6,0
nm2569351,Sameer Thahir,Directing,1.38,female
nm5761922,Hashir Mohamed,Writing,1.4,0
nm4642769,Rex Vijayan,Sound,0.6,0
nm4261474,Maarten Janssens,Editing,0.6,0
nm5807839,Maurice Luijten,Acting,1.383,female
nm0222892,Titus De Voogdt,Acting,1.975,0
nm1769711,Stef Aerts,Acting,0.98,0
nm1818050,Jonas Govaerts,Directing,1.38,female
nm1098795,Roel Mondelaers,Directing,0.6,0
nm1435092,Peter De Maegd,Production,0.6,0
nm0018987,Joel Alexis,Editing,0.6,male
nm0025381,Gabi Amrani,Acting,0.828,female
nm1729095,Shlomi Elkabetz,Writing,0.6,female
nm0105663,Sandrine Brauer,Production,0.6,0
nm1200650,Samantha Bee,Acting,2.6310000000000002,male
nm3850986,Jackson Nicoll,Acting,1.795,female
nm0146061,Georgina Cates,Acting,2.645,male
nm0292712,Derek Freda,Production,0.98,0
nm1239499,Rory Kinnear,Acting,1.9040000000000001,female
nm0975099,Rachael Prior,Writing,0.6,0
nm0278368,Greg Finton,Editing,0.6,female
nm5324796,Malala Yousafzai,Acting,1.094,male
nm6485830,Ziauddin Yousafzai,Acting,0.6,female
nm7617741,Toor Pekai Yousafzai,Acting,0.6,0
nm7617742,Khushal Yousafzai,Acting,0.6,0
nm5813361,Aurore Erguy,Acting,1.4,0
nm3933829,Miriam Dalmazio,Acting,1.646,male
nm5942917,Robert Dancs,Acting,0.6,0
nm1062063,Agostino Castiglioni,Crew,0.6,0
nm0159760,David Christensen,Writing,0.6,0
nm1641212,Clara Furey,Acting,0.98,0
nm2829262,Evan Johnson,Directing,0.6,female
nm5235536,Robert Kotyk,Writing,0.6,0
nm1432797,John Ashbery,Acting,0.6,0
nm1965407,Kim Morgan,Acting,1.008,0
nm0197638,Alan Dale,Acting,3.263,female
nm3728712,Jeff Chan,Directing,0.6,female
nm0887630,Richard Van Oosterhout,Camera,0.6,0
nm4563896,Emma Greenwell,Acting,1.725,male
nm1342292,Benjamin Esdraffo,Sound,0.6,0
nm5588406,Sultan Köroğlu Kiliç,Acting,1.22,male
nm0195421,Brian d'Arcy James,Acting,1.5659999999999998,female
nm1900397,Sutton Foster,Acting,1.01,male
nm0796758,Christopher Sieber,Acting,1.03,0
nm1437776,John Tartaglia,Acting,0.6,0
nm1434034,Michael John Warren,Directing,0.6,female
nm1748780,Darya Charusha,Acting,0.98,male
nm5820154,Ilya Naishuller,Directing,1.641,female
nm0829901,Will Stewart,Acting,0.6,female
nm6924140,Ekaterina Kononenko,Production,0.6,male
nm0631093,Sebastian Niemann,Directing,0.6,female
nm0004308,Dirk Ahner,Writing,1.3940000000000001,0
nm4456588,Misha Sawdagor,Acting,0.6,female
nm5853160,Samuel Lange Zambrano,Acting,0.6,0
nm5882933,Nelly Ramos,Acting,0.6,0
nm0740048,Mariana Rondón,Writing,0.6,0
nm0880134,Marité Ugás,Directing,0.6,male
nm2613542,Camilo Froideval,Sound,0.6,0
nm0128599,Micaela Cajahuaringa,Crew,0.6,0
nm6270594,Sigurður Óli Pálmarsson,Art,0.6,0
nm0100628,Charlotte Bøving,Acting,0.6,male
nm7242421,Johann Pall Oddson,Acting,0.6,0
nm0457999,Kristbjörg Kjeld,Acting,0.753,male
nm0330607,Shep Gordon,Production,0.6940000000000001,female
nm2137041,Beth Aala,Production,0.6,0
nm1127168,Michael Pruitt-Bruun,Camera,0.6,0
nm2378809,Joseph Krings,Editing,0.6,female
nm0619047,Anant Nag,Acting,0.997,female
nm5824384,Pavan Wadeyar,Directing,0.98,0
nm5305472,Bhoghendra,Production,0.6,0
nm5766619,Jayanna,Production,0.6,0
nm1881187,Joshua Sreedhar,Sound,0.6,female
nm5824385,Vaidhi,Crew,0.6,0
nm3034178,Desiree Akhavan,Acting,0.84,male
nm3020280,Rebecca Henderson,Acting,0.611,male
nm2360311,Cecilia Frugiuele,Production,0.6,male
nm3859654,Josephine Wiggs,Sound,0.6,0
nm1627409,Chris Teague,Camera,0.98,0
nm2113420,Sara Shaw,Editing,0.6,male
nm0310673,Sarah Gavron,Directing,2.2680000000000002,male
nm1952700,Faye Ward,Production,1.38,male
nm1176300,Themis Panou,Acting,0.6,0
nm0685877,Reni Pittaki,Acting,0.6,0
nm5827214,Sissy Toumasi,Acting,0.6,male
nm5827220,Kostas Peroulis,Writing,0.6,0
nm5951743,Ludovico Girardello,Acting,1.093,female
nm0374865,Simon Helberg,Acting,4.462,female
nm0509937,Judith Light,Acting,2.464,male
nm0870006,Jocelyn Towne,Acting,0.6940000000000001,male
nm1233610,Katie Mustard,Production,0.6,0
nm2984994,Shayla Beesley,Acting,0.6,male
nm3435308,James Jurdi,Acting,0.732,female
nm0794687,William Shockley,Acting,1.4,female
nm3178106,Frederick Cipoletti,Production,0.6,0
nm2336903,Alejandro Salomon,Production,0.6,0
nm1077235,Philip Lott,Directing,0.6,0
nm0005020,Josh Hopkins,Acting,2.605,female
nm0569653,Jen McGowan,Directing,0.652,male
nm0264359,Adi Ezroni,Acting,0.98,0
nm0996646,Toby Chu,Sound,0.6,0
nm2099237,Magnus Millang,Acting,0.652,0
nm3857692,Alain Moussi,Acting,1.4169999999999998,female
nm0517768,Dimitri Logothetis,Directing,0.6970000000000001,female
nm5832288,Jim McGrath,Writing,1.4,0
nm0148187,Nicholas Celozzi,Acting,0.6,female
nm3215399,Joseph D. Carella,Editing,0.6,0
nm3468433,Jarret Tarnol,Production,0.6,0
nm2239228,Brent Tarnol,Acting,0.836,female
nm2328628,Matt Prokop,Acting,1.939,female
nm0657965,Michael Palm,Editing,0.6,female
nm5835039,Lukas Schwarz,Acting,0.6,0
nm5835038,Elias Schwarz,Acting,0.6,0
nm1218360,Susanne Wuest,Acting,2.069,male
nm3041988,Hans Escher,Acting,0.6,0
nm3868633,Severin Fiala,Directing,1.094,female
nm5838435,Lucía Pollán,Acting,0.98,0
nm4209430,Carlos Vermut,Writing,0.6,female
nm1167135,Santiago Racaj,Camera,0.6,0
nm5316154,Tim Jenison,Acting,0.6,0
nm0611898,Martin Mull,Acting,2.542,female
nm1635344,Philip Steadman,Acting,0.6,0
nm0956098,Farley Ziegler,Production,0.6,0
nm0790797,Patrick Sheffield,Editing,0.6,0
nm0311655,Ina Geerts,Acting,0.6,male
nm0885623,Johan van Assche,Acting,0.6,female
nm2539653,Laura Verlinden,Acting,1.62,male
nm0378681,Hans Herbots,Directing,1.4,0
nm5839334,Mo Hayder,Writing,0.6,0
nm3804814,Kieran Klaassen,Sound,0.6,0
nm6212082,Stan Adelstein,Acting,0.6,0
nm6212083,Lanice Archer,Acting,0.6,0
nm1807024,Robert Bakker,Acting,0.6,0
nm0192986,Philip Currie,Acting,0.6,0
nm1530433,Todd Douglas Miller,Directing,0.98,female
nm1990664,Matt Morton,Sound,0.6,0
nm1737831,Thomas Petersen,Camera,0.6,0
nm1593894,Anna Falguères,Art,0.98,0
nm5064713,Félix de Givry,Acting,0.6940000000000001,female
nm3011788,Pauline Étienne,Acting,2.7439999999999998,male
nm0531195,Vincent Macaigne,Acting,1.38,female
nm5281306,Hugo Conzelmann,Acting,0.98,0
nm2697872,Sven Hansen-Løve,Writing,1.4,0
nm1471372,Richard Wong,Camera,0.6,female
nm2633431,Freya Adams,Acting,0.6,0
nm0679662,Jennifer Phang,Writing,0.98,male
nm2030135,Robert M. Chang,Production,0.6,0
nm2365254,Moon Molson,Production,0.6,0
nm3121389,Theresa Navarro,Production,0.6,0
nm1479273,Timo Chen,Sound,0.6,female
nm1408936,Dorota Kolak,Acting,0.98,0
nm2544181,Helena Sujecka,Acting,1.4,male
nm1450964,Maciej Pieprzyca,Directing,0.6,0
nm0529242,Wieslaw Lysakowski,Production,0.6,0
nm3107648,Bartosz Chajdecki,Sound,0.6,0
nm1704554,Paweł Dyllus,Camera,0.6,female
nm1671780,Kelsey Siepser,Acting,0.6,male
nm0789470,Grant Shaud,Acting,0.6,female
nm1789315,Jenna Ricker,Writing,0.6,0
nm0794719,Jonathan Shoemaker,Production,0.6,female
nm0056881,Frank Barrera,Camera,0.6,female
nm1903456,Robert Grigsby Wilson,Editing,0.6,female
nm6646646,David Ludwig,Sound,0.6,0
nm0991176,Katie Stern,Production,0.6,male
nm3504405,Alex Ross Perry,Writing,1.094,female
nm0089669,Joshua Blum,Production,0.6,0
nm1288610,Monica Sorescu,Art,0.6,0
nm4318347,Mia Marcon,Acting,0.6,male
nm0022351,David Alpay,Acting,0.716,female
nm0909578,Brigid Brannagh,Acting,2.0269999999999997,male
nm4739686,Grace Helbig,Acting,0.696,male
nm4413917,Mamrie Hart,Acting,0.6,0
nm2520235,Chester See,Acting,0.6,0
nm5177123,Hannah Hart,Acting,0.608,male
nm4801201,Chris Riedell,Acting,0.98,0
nm5485262,Nick Riedell,Directing,0.98,0
nm1389536,Michael Goldfine,Production,0.6,0
nm5849613,Lydia Genner,Writing,0.6,0
nm1416379,Spencer Millman,Production,0.6,0
nm3902885,Alice Belaïdi,Acting,2.188,male
nm1909070,Murielle Magellan,Writing,0.6,0
nm4439287,Cécile Sellam,Writing,1.214,0
nm1537113,Christopher Drake,Sound,0.6940000000000001,female
nm1802093,Brian DeCubellis,Writing,0.6,0
nm1275412,Joel Douek,Sound,0.6,0
nm7548885,Ida Husøy,Acting,1.38,male
nm4679395,Linn-Jeanethe Kyed,Writing,,0
nm1666467,Marcus B. Brodersen,Visual Effects,0.6,0
nm0560375,Roger Mattiussi,Editing,0.6,female
nm0389527,Gabriel Hogan,Acting,2.846,female
nm0718716,Stephen Reizes,Camera,0.6,female
nm3633993,Uri Singer,Production,0.6,female
nm5382637,Julian Shatkin,Acting,0.6,0
nm0580646,Olga Merediz,Acting,0.6,male
nm1164842,Fabio Golombek,Production,0.6,female
nm1684092,James K. Jones,Directing,0.6,female
nm2090422,Constance Wu,Acting,1.83,male
nm1004604,Adele Lim,Writing,1.4,male
nm0799706,Chelan Simmons,Acting,1.849,male
nm2535285,Nathan Brookes,Writing,0.6940000000000001,0
nm2546393,Bobby Lee Darby,Writing,0.6,0
nm0177121,John Scott Cook,Editing,0.6,female
nm7549676,Paola Lázaro,Acting,0.6940000000000001,male
nm1764728,Christine Crokos,Directing,0.6,0
nm2989425,Victoria Bousis,Production,0.6,0
nm3817500,Alexis Varouxakis,Production,0.6,0
nm5862455,Nana Komatsu,Acting,4.6,male
nm1070494,Satoshi Tsumabuki,Acting,3.6310000000000002,female
nm5193520,Hiroya Shimizu,Acting,1.9040000000000001,0
nm5862456,Akio Fukamachi,Writing,0.6,0
nm0846257,Miako Tadano,Acting,0.828,0
nm0455511,Edmund Kingsley,Acting,0.6940000000000001,female
nm4090020,David Wayman,Acting,0.6,female
nm0053443,Nigel Barber,Acting,2.141,0
nm2554070,Luke Brandon Field,Acting,0.6,0
nm0816800,Donna Spangler,Acting,0.98,male
nm1703244,Simona Fusco,Acting,0.6,male
nm4613532,Nikole Howell,Acting,0.98,0
nm3487027,Mike Rutkowski,Writing,0.98,0
nm2668005,Nicole Holland,Writing,0.6,male
nm1969889,Nate Adams,Directing,0.6,0
nm4444020,Andrew Johnson,Writing,0.6,0
nm0911395,Barry Ward,Acting,1.4,female
nm0535837,Francis Magee,Acting,1.5319999999999998,female
nm5879255,Aileen Henry,Acting,0.6,0
nm2034064,Simone Kirby,Acting,0.723,male
nm4524237,Robert Kolker,Acting,0.6,0
nm0948292,Robert Yocum,Production,,female
nm1591232,Tony Bentley,Acting,1.214,female
nm0149949,James Chalke,Acting,1.528,female
nm3228270,Dan Berk,Writing,0.6,female
nm1793586,Robert Olsen,Writing,0.6,0
nm0805830,Michael Thomas Slifkin,Production,0.84,0
nm1992631,David Verdaguer,Acting,1.4,female
nm4652014,Clara Roquet,Writing,1.62,male
nm1872134,Tono Folguera,Production,0.6,female
nm2353188,Dagmar Weaver-Madsen,Camera,0.6,0
nm1859539,Leah Ann Cevoli,Acting,0.98,0
nm1470915,Ian Campbell,Crew,0.6,0
nm2788053,Anabella Ricardo,Art,0.6,0
nm0027984,Péter Andorai,Acting,1.96,female
nm8472397,Tsogbaatar Batzorig,Acting,0.6,female
nm0037075,Joschi Arpa,Production,0.6,0
nm2530744,Imre Czomba,Sound,0.6,0
nm2460649,Tim Nardelli,Production,0.6,0
nm2608927,Autumn Federici,Acting,0.6,male
nm5278146,Aaron Hann,Writing,0.6,0
nm5278427,Mario Miscione,Writing,0.6,0
nm4823843,Jason Aron,Production,0.6,0
nm6839940,Lee Leshen,Production,0.6,0
nm5879608,Peng Fei Song,Directing,0.6,0
nm0262050,Anne Etheridge,Camera,0.6,male
nm0197453,Nadia Dajani,Acting,0.695,male
nm2365811,Betty Gilpin,Acting,11.312000000000001,male
nm0622549,Grace Naughton,Production,0.6,0
nm7684864,Shannon Purser,Acting,1.104,male
nm8109082,Kristine Froseth,Acting,5.7410000000000005,male
nm3170207,Noah Centineo,Acting,6.235,female
nm3859682,Ian Samuels,Directing,0.6,0
nm0011758,Tunde Adebimpe,Acting,0.6,female
nm0146146,Reg E. Cathey,Acting,2.485,female
nm3065267,David Hinojosa,Production,0.6,female
nm1184093,Jim McKinney,Camera,0.6,0
nm1722521,Eric Goins,Acting,0.6,female
nm5423520,John Kutty,Editing,0.6,female
nm2573453,Sreejith Ravi,Acting,1.96,female
nm1066795,Vijayaraghavan,Acting,2.114,female
nm1668529,Suresh Krishna,Acting,1.4,female
nm2572228,Jeethu Joseph,Directing,1.7080000000000002,female
nm5880592,Sejo John,Sound,0.6,0
nm4140478,Sujith Vaassudev,Camera,0.84,female
nm2528690,Sara Colangelo,Writing,0.649,male
nm1475275,Summer Shelton,Production,0.6,male
nm2535778,Amar'e Stoudemire,Acting,0.6,female
nm6517324,Zhang Huiwen,Acting,1.4,male
nm1871501,Thierry Lounas,Directing,1.4,0
nm1500708,Nicola Tranquillino,Directing,0.6,0
nm3279010,Fabio Massimo Cacciatori,Production,,0
nm0811761,Joan Sobel,Editing,0.6,male
nm3328979,Cyril Gely,Writing,0.6,female
nm0063228,Marc de Bayser,Production,0.6,female
nm0494679,Frank Le Wita,Production,0.6,female
nm0423414,Maz Jobrani,Acting,1.4,female
nm1495350,Deanna Russo,Acting,2.384,male
nm2229497,Ray Moheet,Production,0.6,0
nm1638941,John F. Lyons,Editing,0.6,female
nm1563373,Teddy Cañez,Acting,0.98,0
nm1016628,Daniel Wagner,Production,0.828,0
nm0419112,Rob Jarvis,Acting,2.2640000000000002,female
nm7150152,Abbie Murphy,Acting,0.6,male
nm0383516,Anna Higginson,Art,0.6,0
nm0937574,Anthony Wolberg,Camera,0.6,0
nm1293885,Bobby Moynihan,Acting,1.7719999999999998,female
nm1658104,Rhys Thomas,Directing,0.6,female
nm1906042,Colin Jost,Acting,1.22,0
nm3849477,Ross Nathan,Production,0.6940000000000001,0
nm2384265,Ben Begley,Acting,0.7659999999999999,female
nm2267093,Eric Binns,Production,0.6,0
nm8368736,David Shapiro,Writing,0.6,female
nm2486357,Wrenn Schmidt,Acting,0.629,male
nm1837590,Aaron Staton,Acting,0.6,female
nm3032678,Cody Saintgnue,Acting,0.6,female
nm0436778,Hiroshi Kamiya,Acting,2.449,female
nm0394679,Yui Horie,Acting,1.669,male
nm3361397,Tatsuya Oishi,Directing,0.98,female
nm3451227,Nishio Ishin,Writing,1.399,female
nm1398343,Satoru Kousaki,Sound,0.98,female
nm3360910,Shinichiro Eto,Camera,0.6,female
nm1699371,Şenay Gürler,Acting,2.736,male
nm0973942,Daniel Vecchione,Camera,0.6,female
nm4140727,Dina Shihabi,Acting,1.5659999999999998,male
nm1821298,Laith Nakli,Acting,0.6,female
nm2013693,Sean Mullin,Writing,0.84,0
nm2732351,Erich Lochner,Production,0.6,0
nm1427643,Matt Miller,Production,0.6,0
nm1596691,Shane Twerdun,Acting,0.6,0
nm3096056,Michael Dickson,Acting,0.6,0
nm2368544,Carl Toftfelt,Acting,0.6,0
nm5897001,Marc Anthony Williams,Acting,0.6,0
nm4531637,Nick Szostakiwskyj,Writing,0.6,0
nm3857793,Cameron Tremblay,Production,0.6,0
nm0046612,Jonas Bagger,Production,0.6,0
nm0434763,Steffen Kahles,Sound,0.6,0
nm2481137,Carolyn Genzkow,Acting,0.6,male
nm0864736,Sina Tkotsch,Acting,1.048,male
nm0643806,Wilson Gonzalez Ochsenknecht,Acting,1.8,female
nm0458486,Arnd Klawitter,Acting,1.1079999999999999,female
nm0097095,Achim Bornhak,Directing,0.652,female
nm0819719,Christian Springer,Production,0.6,0
nm1477652,Christoph Blaser,Sound,0.6,0
nm3468871,Matthew Floyd Miller,Acting,0.6,0
nm0800482,Dean Simone,Acting,0.6,0
nm0436456,Noriaki Kamata,Acting,0.6,0
nm1562288,Kurando Mitsutake,Writing,0.6,0
nm1690906,Chiaki Yanagimoto,Production,0.6,0
nm5899377,Tiger Shroff,Acting,1.2590000000000001,female
nm3241497,Matt Sobel,Writing,0.6,0
nm1802643,Kersi Khambatta,Writing,0.6,0
nm1760353,Ceren Moray Brun,Acting,7.742999999999999,male
nm2912689,Kerem Deren,Crew,0.6,female
nm3120308,Yasemin Kay Allen,Acting,1.58,male
nm1197073,Kaan Çakır,Acting,0.6,female
nm5262613,Pelin Akil,Acting,0.6,male
nm2086436,Andy Brunskill,Production,0.6,0
nm3680658,Han Ye-ri,Acting,1.62,male
nm5901501,Park Hong-soo,Writing,0.6,0
nm3934583,Sooyoung Kim,Writing,0.6,0
nm5904498,Félix Bossuet,Acting,0.98,female
nm2010399,Margaux Châtelier,Acting,0.98,0
nm1151200,Dimitri Storoge,Acting,1.26,0
nm1534640,Nicolas Vanier,Directing,1.4,0
nm0836830,Fabien Suarez,Writing,1.22,0
nm2592913,Mateo Garcia,Writing,1.38,0
nm1746948,Brian O'Malley,Directing,0.98,0
nm1814869,Fiona Watson,Writing,0.6,0
nm1331951,David Cairns,Writing,0.6,0
nm0786024,Sushma Seth,Acting,1.58,male
nm0369981,Brianne Siddall,Acting,0.7659999999999999,male
nm0214857,Jeremy Degruson,Directing,0.6,0
nm2051728,Morgan Matthews,Directing,0.6,female
nm3037341,James Graham,Writing,1.214,female
nm0431895,Christopher Judge,Acting,2.425,female
nm0969523,Matt Lagan,Acting,1.4,female
nm0808136,Emile Edwin Smith,Visual Effects,1.4,female
nm2399763,Isaac Sprintis,Sound,0.6,0
nm1494072,Michele Riondino,Acting,1.141,female
nm0554280,Mario Martone,Directing,1.4,0
nm0214763,Carlo Degli Esposti,Production,0.98,female
nm3701537,Thomas Stroppel,Acting,0.6,female
nm2617268,Artie Ahr,Acting,0.6,0
nm2592497,Amber Marie Bollinger,Acting,0.6,male
nm2371152,Christine Haeberman,Acting,0.648,0
nm2366042,Khalil Sullins,Writing,0.6,0
nm0924766,Edward White,Sound,0.6,female
nm6903064,Lee Re,Acting,0.728,male
nm1392076,Uhm Ji-won,Acting,1.5919999999999999,male
nm6145661,Timothy Susanin,Writing,0.6,0
nm0228391,Diane Disney,Acting,0.6,0
nm1929065,Arthur L. Bernstein,Acting,0.6,female
nm0508933,Frank Licari,Acting,1.4,0
nm6170886,Jeremy Chabriel,Acting,0.6,0
nm6451534,Florence Mezzara,Acting,0.6,0
nm3510385,Ariel Kleiman,Directing,0.6,female
nm3516481,Sarah Cyngler,Writing,0.6,0
nm6857847,Edward Kaihatsu,Acting,0.6,0
nm1468457,Aleksandr Robak,Acting,0.715,female
nm1533334,Alexandr Veledinsky,Writing,1.96,female
nm1195196,Rauf Kubayev,Writing,0.6,0
nm4395571,Khu,Acting,0.6,0
nm0087593,Billy Blanks,Acting,1.67,female
nm2691863,Justin Price,Directing,0.6,female
nm2040801,Neil Jones,Production,0.6,0
nm0255177,Christopher Ellison,Acting,1.0070000000000001,female
nm6391442,Danny-Boy Hatchard,Acting,0.84,0
nm0492767,Gary Lawrence,Writing,0.6,0
nm3689820,Rod Smith,Production,0.6,0
nm1742715,Ayça Bingöl,Acting,0.857,male
nm1727458,Turgay Kantürk,Acting,0.6,0
nm7447165,Raaj Shaandilyaa,Writing,0.6,female
nm2392582,Livia Giuggioli,Production,0.6,0
nm0565383,Stella McCartney,Acting,0.6,male
nm0794476,Vandana Shiva,Acting,0.828,0
nm2581418,Richard Wolff,Acting,0.6,0
nm0720745,Ze'ev Revach,Acting,0.764,female
nm0277916,Levana Finkelstein,Acting,0.6,male
nm0200887,Ilan Dar,Acting,0.6,female
nm2318954,Tal Granit,Directing,0.6,0
nm2321422,Sharon Maymon,Writing,,0
nm0675868,Michael Pescasio,Crew,0.6,0
nm0108295,Paget Brewster,Acting,6.6370000000000005,male
nm0440616,Chris Kasick,Directing,0.6,0
nm2835934,Mike Demski,Writing,0.6,0
nm4290762,Ryan Good,Acting,0.6,0
nm2179303,Sarah Landman,Writing,0.6,0
nm3005627,Andrew Renzi,Writing,0.6,0
nm0602455,Hattie Morahan,Acting,2.285,male
nm0646941,Melanie Oliver,Editing,1.38,male
nm0073571,Stephen Beresford,Writing,1.4,0
nm5928339,David Livingstone,Production,0.6,0
nm1860649,Dani de la Torre,Directing,1.96,0
nm1480980,Emma Donoghue,Writing,0.6,0
nm2720937,Anna Lavelle,Art,0.6,0
nm3484657,Jack Fox,Acting,0.6,0
nm3578681,Naji Abu Nowar,Writing,0.6,0
nm2630722,Bassel Ghandour,Production,0.6,0
nm4233767,Nikola Jeremić,Sound,0.6,0
nm2238248,Natalie Burn,Acting,3.2230000000000003,male
nm3006156,Marko Backović,Writing,0.6,0
nm5306719,Barry Keating,Writing,0.84,0
nm1056915,Marko Jocić,Production,0.6,0
nm1726691,Adam Randall,Directing,0.6,female
nm3620967,Joe Barton,Writing,1.62,female
nm0893620,Georgina Verbaan,Acting,1.4,0
nm1933992,Jan Kooijman,Acting,1.4,0
nm1469068,Sanne Vogel,Acting,0.608,0
nm3375996,Judith Goudsmit,Writing,1.4,0
nm2632891,Madeline Samit,Production,0.6,0
nm1716636,Marielle Heller,Directing,1.528,male
nm6390963,Phoebe Gloeckner,Writing,0.6,0
nm0353012,Bert Hamelinck,Production,0.6,0
nm0549833,Alex Marquez,Editing,1.4,0
nm1574234,Lorraine Nicholson,Acting,0.6,male
nm0766112,Akan Satayev,Directing,1.96,0
nm3343487,Sanzhar Sultanov,Directing,0.6,0
nm3875183,Timur Zhaksylykov,Writing,1.22,0
nm1259084,Manoj Joshi,Acting,1.4,female
nm5932553,Vinil Mathew,Directing,0.6,0
nm2862844,Harshavardhan Kulkarni,Writing,0.6,0
nm3875573,Samiya Mumtaz,Acting,0.652,0
nm3500714,Mohib Mirza,Acting,0.6,0
nm5935052,Saleha Aref,Acting,0.6,0
nm1398746,Afia Nathaniel,Directing,0.828,0
nm3870649,Sahir Ali Bagga,Sound,0.98,0
nm1644762,Kyle Klutz,Camera,0.6,0
nm3193675,Ben Huber,Acting,0.6,0
nm3813339,Hanna Brown,Acting,0.6,0
nm4074404,Leigh Janiak,Directing,0.98,male
nm5177682,Phil Graziadei,Writing,0.6,0
nm0048816,Patrick Baker,Production,0.6,0
nm5937019,Esme Howard,Production,0.6,0
nm6731481,Bibio,Directing,0.6,female
nm3089615,Jenna Saras,Acting,0.6,male
nm0132120,Stephen S. Campanelli,Camera,0.61,0
nm1247737,Donald A. Barton,Production,0.6,0
nm1132222,Anton Ernst,Production,0.6,0
nm3204152,Barbara Curry,Writing,1.4,0
nm4143201,Terry Spencer Hesser,Writing,0.6,0
nm6007395,Ian Ihnatowycz,Production,0.6,female
nm2885819,Samantha Barks,Acting,1.176,male
nm1017585,Chad Barager,Production,0.6,female
nm1310007,Jaye Gazeley,Production,0.98,0
nm6457440,Vinicius Garcia,Acting,0.6,0
nm6457442,Marco Aurélio Campos,Acting,0.6,0
nm0994245,Alê Abreu,Directing,0.6,0
nm0494066,Isild Le Besco,Acting,1.4,male
nm4199426,Mysskin,Directing,1.4,female
nm2178111,Adithya Menon,Acting,1.4,female
nm5977236,Shaji Chen,Acting,0.828,female
nm4013410,Neelima Rani,Acting,0.6,0
nm5946818,Josh Wiggins,Acting,1.4,female
nm4341709,Deke Garner,Acting,0.6,female
nm0133773,Kat Candler,Directing,0.6,male
nm5064943,Jonathan Duffy,Production,0.6,female
nm2766308,Curtis Heath,Sound,0.6,0
nm5947573,Kostas Nikouli,Acting,0.6,female
nm5947574,Nikos Gelia,Acting,0.6,female
nm2626820,Marisha Triantafyllidou,Acting,0.84,male
nm3187519,Eleni Kossyfidou,Production,0.6,0
nm0759944,Igor Samobor,Acting,0.6,female
nm0333503,Nataša Barbara Gračner,Acting,0.98,male
nm1253866,Tjaša Železnik,Acting,0.6,male
nm0220348,Maša Derganc,Acting,0.6940000000000001,male
nm2749343,Rok Biček,Writing,0.6,female
nm3770459,Nejc Gazvoda,Writing,0.828,0
nm1636694,Janez Lapajne,Directing,0.6,0
nm1636802,Aiken Veronika Prosenc,Production,0.6,0
nm3523201,Fabio Stoll,Crew,0.6,female
nm3113292,Yuliya Aleksandrova,Acting,2.3480000000000003,male
nm5952123,Anastasiya Dobakhova,Acting,0.6,0
nm5526298,Egor Koreshkov,Acting,1.4,female
nm4622414,Alexey Kazakov,Writing,1.4,female
nm2007230,Phil Burke,Acting,1.399,0
nm3304510,Gia Crovatin,Acting,0.98,male
nm1183164,Tiller Russell,Directing,0.6,female
nm2640887,Stefanie Scott,Acting,4.05,male
nm1852282,Paco Wong Pak-Go,Production,0.6,female
nm5956405,Anil Radhakrishnan Menon,Writing,0.6,0
nm5962047,Govindh Vasantha,Sound,0.6,female
nm6081713,David DeSanctis,Acting,0.98,0
nm3591790,McKaley Miller,Acting,2.2680000000000002,male
nm4031759,Michael Grant,Acting,0.84,0
nm6076321,Amelia Crouch,Acting,1.3359999999999999,male
nm1587778,Ben Young,Writing,0.6,female
nm0437267,Brad Kane,Acting,0.98,female
nm0379575,François Hernandez,Camera,0.6,0
nm1566456,Florence Foresti,Acting,2.62,male
nm0491708,Eric Lavaine,Directing,1.694,female
nm1584617,François Cornuau,Production,0.6,0
nm0737293,Vincent Roget,Production,0.6,0
nm3475396,Macarena García,Acting,2.443,male
nm2523877,Alain Hernández,Acting,1.4,female
nm0924429,Alan White,Directing,0.6,female
nm5959679,Carmine Gaeta,Writing,0.6,0
nm0421788,Lars Jensvold,Crew,0.6,0
nm5077215,Benedict Lim,Acting,0.6,0
nm5960002,Danil Ishutin,Acting,0.6,0
nm5960003,Clinton Loomis,Acting,0.6,0
nm0049570,V. Scott Balcerek,Editing,0.6,female
nm4616554,Carlito Olivero,Acting,0.84,female
nm0573695,John McNamara,Writing,0.6,female
nm6983391,Bruce Cook,Writing,0.6,0
nm0755586,Paul Sado,Acting,0.6940000000000001,female
nm1985974,Michael Chernus,Acting,1.889,female
nm7044454,Taylor Rae Almonte,Acting,0.6,male
nm4055138,Charlie Plummer,Acting,1.179,female
nm0415773,Jai Sampath,Acting,1.4,female
nm5961051,Atlee,Directing,0.6,female
nm3148447,Kevin Azais,Acting,1.4,0
nm0491202,Antoine Laurent,Acting,0.84,female
nm0747690,Brigitte Roüan,Acting,1.932,male
nm3619993,Thomas Cailley,Writing,0.6,0
nm2681915,Claude Le Pape,Writing,1.38,0
nm3610404,Pierre Guyard,Production,0.6,female
nm2057789,Shinsuke Nonaka,Production,0.6,0
